seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error,nid_existing,news_id_existing,category_existing,summary_existing,headline_existing,clickbait_penalty_existing
38,58478,N48489,sports,"The second round of the playoffs are up next, but there's still one more thing to settle when it comes to last week's postseason openers. Who was the Grand Rapids area's top player? It's not an easy question because there were plenty of good choices. Check out the candidates below and vote for your favorite. Votes as many times as you want through 9 a.m. Friday. Just remember to have fun with ...",zero_shot,Voting Open for Grand Rapids Area's Top Player from Postseason Openers,7.893154e-05,5,5,5,4,5,5,Clear and specific; accurately reflects the content and purpose of the voting.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
38,58478,N48489,sports,"The second round of the playoffs are up next, but there's still one more thing to settle when it comes to last week's postseason openers. Who was the Grand Rapids area's top player? It's not an easy question because there were plenty of good choices. Check out the candidates below and vote for your favorite. Votes as many times as you want through 9 a.m. Friday. Just remember to have fun with ...",optimized,Voting Open for Grand Rapids Area's Top Player from Postseason Openers,7.893154e-05,5,5,5,4,5,5,"Identical to zero_shot, maintaining clarity and specificity.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
38,58478,N48489,sports,"The second round of the playoffs are up next, but there's still one more thing to settle when it comes to last week's postseason openers. Who was the Grand Rapids area's top player? It's not an easy question because there were plenty of good choices. Check out the candidates below and vote for your favorite. Votes as many times as you want through 9 a.m. Friday. Just remember to have fun with ...",agentic_selected,Vote for Grand Rapids Area's Top Player in Playoffs,8.5749016e-05,4,4,4,4,5,4,Good clarity and intention but less specific than the zero_shot and optimized variants.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
39,12305,N36484,sports,A Hawaii man has fulfilled a dream shared by shore fishermen throughout the islands with the catch of an ulua weighing 100 pounds or more.,original,Hawaii angler lands rare giant ulua,0.000116240124,5,5,4,4,5,5,"Simple and clear, but lacks the weight detail.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
39,12305,N36484,sports,A Hawaii man has fulfilled a dream shared by shore fishermen throughout the islands with the catch of an ulua weighing 100 pounds or more.,zero_shot,"Hawaii Man Catches Over 100-Pound Ulua, Fulfilling Fisherman's Dream",0.000110040135,5,5,5,5,5,5,Comprehensive and engaging; includes exact weight.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
39,12305,N36484,sports,A Hawaii man has fulfilled a dream shared by shore fishermen throughout the islands with the catch of an ulua weighing 100 pounds or more.,optimized,"Hawaii Man Catches Over 100-Pound Ulua, Fulfilling Fisherman's Dream",0.000110040135,5,5,5,5,5,5,Identical to zero_shot but equally effective.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
39,12305,N36484,sports,A Hawaii man has fulfilled a dream shared by shore fishermen throughout the islands with the catch of an ulua weighing 100 pounds or more.,agentic_selected,"Hawaii Man Catches 100-Pound Ulua, Fulfilling Fishermen's Dream",0.00010462795,5,5,5,5,5,5,"Clear and specific, closely matches the summary.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
40,60896,N37691,autos,"UPDATE @ 12:16 a.m. (Oct. 25): The state patrol is working to determine who went left of center in the head-on collision along U.S. 127 south of Camden that left one dead and two others with serious, non-life threatening injuries, said Sgt. Dallas Root, Dayton Post.",original,"1 dead, 2 injured in U.S. 127 head-on collision near Camden, state patrol says",8.773277e-05,5,5,5,4,5,5,Accurately summarizes the incident with clear details and avoids clickbait.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
40,60896,N37691,autos,"UPDATE @ 12:16 a.m. (Oct. 25): The state patrol is working to determine who went left of center in the head-on collision along U.S. 127 south of Camden that left one dead and two others with serious, non-life threatening injuries, said Sgt. Dallas Root, Dayton Post.",zero_shot,"Head-on collision on U.S. 127 leaves one dead, two injured",8.1165614e-05,5,5,4,4,5,4,Summarizes the incident well but lacks mention of the location near Camden.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
40,60896,N37691,autos,"UPDATE @ 12:16 a.m. (Oct. 25): The state patrol is working to determine who went left of center in the head-on collision along U.S. 127 south of Camden that left one dead and two others with serious, non-life threatening injuries, said Sgt. Dallas Root, Dayton Post.",optimized,"Head-on collision on U.S. 127 leaves one dead, two injured",8.1165614e-05,5,5,4,4,5,4,Same as zero_shot; good summary but misses a specific location detail.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
40,60896,N37691,autos,"UPDATE @ 12:16 a.m. (Oct. 25): The state patrol is working to determine who went left of center in the head-on collision along U.S. 127 south of Camden that left one dead and two others with serious, non-life threatening injuries, said Sgt. Dallas Root, Dayton Post.",agentic_selected,Head-on Collision on U.S. 127 Leaves One Dead,8.219201e-05,5,5,3,4,5,4,Good headline but omits details about injuries and the near location.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
41,13702,N48354,finance,"Losing Game 5 of the National League Division Series was crushing, but losing the tomahawk chop as well would be too much for Kevin Mooneyhan.",original,"Online petition to keep divisive Braves tomahawk chop nears 60,000",8.491285e-05,5,5,4,4,5,5,Directly reports on the petition and its significance.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
41,13702,N48354,finance,"Losing Game 5 of the National League Division Series was crushing, but losing the tomahawk chop as well would be too much for Kevin Mooneyhan.",zero_shot,Kevin Mooneyhan faces disappointment after Game 5 loss and losing tomahawk chop,0.00033274258,4,4,4,3,4,3,Mixes emotional response with facts; less focus on specifics.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
41,13702,N48354,finance,"Losing Game 5 of the National League Division Series was crushing, but losing the tomahawk chop as well would be too much for Kevin Mooneyhan.",optimized,Kevin Mooneyhan faces disappointment after Game 5 loss and losing tomahawk chop,0.00033274258,4,4,4,3,4,3,"Same as zero_shot, providing similar information.","[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
41,13702,N48354,finance,"Losing Game 5 of the National League Division Series was crushing, but losing the tomahawk chop as well would be too much for Kevin Mooneyhan.",agentic_selected,Kevin Mooneyhan Reflects on Loss in Game 5 and Tomahawk Chop,0.00020765352,5,5,4,5,5,5,Captures emotional reflection while maintaining clarity and specificity.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
42,36881,N54282,weather,Fort Collins is celebrating the 20th anniversary of the city's climate action efforts with a free event at the Lincoln Center.,original,"Fort Collins, CSU hosting event to celebrate 20 years of climate action",8.906225e-05,5,5,4,4,5,4,"Accurately represents the event's purpose and location, but can be clearer about the specific event format.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
42,36881,N54282,weather,Fort Collins is celebrating the 20th anniversary of the city's climate action efforts with a free event at the Lincoln Center.,zero_shot,Fort Collins marks 20 years of climate action with free event,0.000110871384,5,5,4,4,5,4,"Effectively conveys the main idea and is easy to understand, though it lacks mention of the event location.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
42,36881,N54282,weather,Fort Collins is celebrating the 20th anniversary of the city's climate action efforts with a free event at the Lincoln Center.,optimized,Fort Collins marks 20 years of climate action with free event,0.000110871384,5,5,4,4,5,4,"Same as zero_shot, effective and clear but misses location detail.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
42,36881,N54282,weather,Fort Collins is celebrating the 20th anniversary of the city's climate action efforts with a free event at the Lincoln Center.,agentic_selected,Free Event at Lincoln Center Celebrates Climate Action Anniversary,9.062775e-05,5,4,5,5,5,4,"Highlights the free event and location perfectly, but slightly less clear.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
43,14091,N39969,news,"President Donald Trump on Monday equated the case of a hate crime allegation made by actor Jussie Smollett to the current impeachment process being imposed by Congress, calling both a ""scam.""",original,Trump equates the Smollett case to impeachment inquiry,0.00013501775,5,5,4,4,5,4,"Accurately summarizes Trump's comparison, but lacks the term 'scam'.","[""agentic_selected"", ""original"", ""zero_shot"", ""optimized""]",agentic_selected,optimized,gpt-4o-mini,,,,,,,
43,14091,N39969,news,"President Donald Trump on Monday equated the case of a hate crime allegation made by actor Jussie Smollett to the current impeachment process being imposed by Congress, calling both a ""scam.""",zero_shot,Trump Compares Jussie Smollett Hate Crime Allegation to Impeachment Process,0.00048032563,5,5,4,4,5,4,"Well-stated, but doesn't mention 'scam'.","[""agentic_selected"", ""original"", ""zero_shot"", ""optimized""]",agentic_selected,optimized,gpt-4o-mini,,,,,,,
43,14091,N39969,news,"President Donald Trump on Monday equated the case of a hate crime allegation made by actor Jussie Smollett to the current impeachment process being imposed by Congress, calling both a ""scam.""",optimized,Trump Compares Jussie Smollett Hate Crime Allegation to Impeachment Process,0.00048032563,5,5,4,4,5,4,Same as zero_shot; effectively communicates the comparison.,"[""agentic_selected"", ""original"", ""zero_shot"", ""optimized""]",agentic_selected,optimized,gpt-4o-mini,,,,,,,
43,14091,N39969,news,"President Donald Trump on Monday equated the case of a hate crime allegation made by actor Jussie Smollett to the current impeachment process being imposed by Congress, calling both a ""scam.""",agentic_selected,President Trump Calls Smollett's Allegation and Impeachment a Scam,0.00064587884,5,5,5,5,5,5,Captures both elements of the comparison clearly and attractively.,"[""agentic_selected"", ""original"", ""zero_shot"", ""optimized""]",agentic_selected,optimized,gpt-4o-mini,,,,,,,
44,688,N31254,finance,"If you're apartment hunting, you know how hard it can be to find a bargain nearby. So what does the low-end rental price in Zilker look like these days?",original,"The most affordable apartments for rent in Zilker, Austin",0.058436144,5,5,5,4,5,5,Directly addresses affordable apartments and location.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
44,688,N31254,finance,"If you're apartment hunting, you know how hard it can be to find a bargain nearby. So what does the low-end rental price in Zilker look like these days?",zero_shot,Low-End Rental Prices in Zilker Trending for Apartment Hunters,0.00011295959,4,5,4,4,5,4,Accurate but lacks a direct mention of affordability.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
44,688,N31254,finance,"If you're apartment hunting, you know how hard it can be to find a bargain nearby. So what does the low-end rental price in Zilker look like these days?",optimized,Low-End Rental Prices in Zilker Trending for Apartment Hunters,0.00011295959,4,5,4,4,5,4,"Same as zero_shot, accurate but less explicit about affordability.","[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
